time,open,high,low,close
2023-11-10T00:00:00+01:00,15194.6,15194.6,15151.5,15185.5
2023-11-10T03:00:00+01:00,15185.5,15197.75,15177.5,15191.75
2023-11-10T06:00:00+01:00,15191.75,15214.25,15181.5,15206.25
2023-11-10T09:00:00+01:00,15206.25,15216.25,15153.0,15176.0
2023-11-10T12:00:00+01:00,15176.0,15263.0,15150.75,15260.85
2023-11-10T15:00:00+01:00,15260.85,15388.75,15248.25,15387.75
2023-11-10T18:00:00+01:00,15388.25,15517.5,15382.75,15506.0
2023-11-10T21:00:00+01:00,15506.0,15551.0,15503.25,15522.0
2023-11-13T00:00:00+01:00,15536.3,15547.95,15487.45,15489.7
2023-11-13T03:00:00+01:00,15489.7,15492.2,15456.2,15460.45
2023-11-13T06:00:00+01:00,15460.2,15489.7,15456.45,15484.45
2023-11-13T09:00:00+01:00,15485.7,15516.35,15473.2,15513.85
2023-11-13T12:00:00+01:00,15513.85,15520.95,15475.2,15483.2
2023-11-13T15:00:00+01:00,15483.2,15533.3,15412.95,15514.55
2023-11-13T18:00:00+01:00,15514.8,15534.3,15484.05,15516.05
2023-11-13T21:00:00+01:00,15516.05,15528.55,15489.05,15503.55
2023-11-14T00:00:00+01:00,15507.05,15517.1,15500.55,15514.35
2023-11-14T03:00:00+01:00,15514.35,15526.1,15509.85,15520.85
2023-11-14T06:00:00+01:00,15520.85,15531.85,15511.1,15529.35
2023-11-14T09:00:00+01:00,15529.35,15554.6,15521.85,15527.6
2023-11-14T12:00:00+01:00,15527.6,15788.1,15515.6,15768.85
2023-11-14T15:00:00+01:00,15768.85,15846.95,15736.7,15791.35
2023-11-14T18:00:00+01:00,15791.1,15839.3,15770.6,15835.55
2023-11-14T21:00:00+01:00,15835.3,15862.55,15811.3,15841.3
2023-11-15T00:00:00+01:00,15849.35,15859.1,15841.6,15857.85
2023-11-15T03:00:00+01:00,15857.85,15879.35,15853.6,15867.35
2023-11-15T06:00:00+01:00,15867.35,15885.85,15858.85,15864.1
2023-11-15T09:00:00+01:00,15864.35,15916.85,15862.35,15911.35
2023-11-15T12:00:00+01:00,15911.35,15991.3,15884.3,15911.7
2023-11-15T15:00:00+01:00,15911.95,15923.45,15843.25,15848.5
2023-11-15T18:00:00+01:00,15848.25,15873.6,15777.6,15854.25
2023-11-15T21:00:00+01:00,15854.5,15857.5,15780.05,15793.55
2023-11-16T00:00:00+01:00,15793.8,15827.95,15782.2,15782.7
2023-11-16T03:00:00+01:00,15782.7,15801.2,15773.45,15800.2
2023-11-16T06:00:00+01:00,15800.2,15822.7,15796.45,15801.95
2023-11-16T09:00:00+01:00,15801.95,15821.45,15794.95,15813.2
2023-11-16T12:00:00+01:00,15813.2,15830.85,15771.2,15830.7
2023-11-16T15:00:00+01:00,15830.2,15853.45,15746.85,15789.35
2023-11-16T18:00:00+01:00,15790.1,15850.85,15781.1,15826.35
2023-11-16T21:00:00+01:00,15826.1,15854.6,15813.6,15846.7
2023-11-17T00:00:00+01:00,15846.75,15847.9,15833.4,15843.15
2023-11-17T03:00:00+01:00,15843.15,15852.9,15837.15,15843.15
2023-11-17T06:00:00+01:00,15843.15,15843.4,15825.9,15838.9
2023-11-17T09:00:00+01:00,15838.9,15869.4,15832.15,15856.9
2023-11-17T12:00:00+01:00,15857.15,15870.5,15831.4,15841.0
2023-11-17T15:00:00+01:00,15840.75,15847.75,15775.4,15830.25
2023-11-17T18:00:00+01:00,15830.0,15890.1,15814.6,15860.6
2023-11-17T21:00:00+01:00,15861.1,15876.35,15821.9,15825.0
2023-11-20T00:00:00+01:00,15855.6,15860.85,15806.25,15818.25
2023-11-20T03:00:00+01:00,15818.25,15823.0,15809.75,15812.5
2023-11-20T06:00:00+01:00,15812.5,15820.25,15795.75,15819.25
2023-11-20T09:00:00+01:00,15819.25,15888.9,15819.25,15873.05
2023-11-20T12:00:00+01:00,15872.3,15886.3,15844.55,15870.05
2023-11-20T15:00:00+01:00,15870.55,15976.85,15848.5,15969.5
2023-11-20T18:00:00+01:00,15970.25,16052.85,15960.1,16050.6
2023-11-20T21:00:00+01:00,16050.85,16071.6,16032.5,16047.15
2023-11-21T00:00:00+01:00,16048.9,16073.05,16042.15,16065.3
2023-11-21T03:00:00+01:00,16065.05,16082.05,16062.55,16069.3
2023-11-21T06:00:00+01:00,16069.3,16073.8,16038.8,16043.05
2023-11-21T09:00:00+01:00,16042.8,16053.95,16030.7,16041.2
2023-11-21T12:00:00+01:00,16041.2,16044.7,15966.05,15969.3
2023-11-21T15:00:00+01:00,15969.3,15982.35,15879.85,15923.1
2023-11-21T18:00:00+01:00,15923.35,15950.1,15902.2,15945.85
2023-11-21T21:00:00+01:00,15945.6,15974.7,15873.35,15928.85
2023-11-22T00:00:00+01:00,15926.0,15934.9,15905.15,15930.15
2023-11-22T03:00:00+01:00,15930.15,15945.9,15926.15,15933.9
2023-11-22T06:00:00+01:00,15933.9,15940.4,15905.4,15920.15
2023-11-22T09:00:00+01:00,15920.15,15990.4,15913.65,15989.4
2023-11-22T12:00:00+01:00,15989.4,16030.9,15981.15,16026.4
2023-11-22T15:00:00+01:00,16026.4,16133.05,15968.5,16045.5
2023-11-22T18:00:00+01:00,16045.75,16066.75,15975.5,16018.0
2023-11-22T21:00:00+01:00,16017.75,16025.5,16000.4,16007.4
2023-11-23T00:00:00+01:00,16008.15,16025.55,15999.3,16024.8
2023-11-23T03:00:00+01:00,16024.8,16026.8,16010.8,16013.8
2023-11-23T06:00:00+01:00,16013.8,16045.0,16013.3,16039.25
2023-11-23T09:00:00+01:00,16039.5,16049.35,16026.5,16034.45
2023-11-23T12:00:00+01:00,16034.45,16040.25,16020.9,16031.15
2023-11-23T15:00:00+01:00,16031.15,16038.15,16015.15,16026.65
2023-11-23T18:00:00+01:00,16026.65,16030.15,16022.65,16026.15
2023-11-24T00:00:00+01:00,16039.9,16041.55,16024.55,16032.55
2023-11-24T03:00:00+01:00,16032.55,16034.8,16023.3,16027.3
